@default,Country,Identity,,,,,,,,,,,Year,Month,SexagenaryCycle,Day,Year,Month,SexagenaryCycle,Day
Id,國家,身份,姓,名,全名,別名,字,姓別,父,母,養父,養母,出生年,出生月,出生干支日,出生日,死亡年,死亡月,死亡干支日,死亡日,存疑
int,int,int,string,string,string,string[],string,int,int,int,int[],int[],int,int,int,int,int,int,int,int,string[]
id,country,identity,family,name,fullName,alias,styleName,sex,father,mother,fosterFather,fosterMother,birthYear,birthMonth,birthSexagenaryCycle,birthDay,deathYear,deathMonth,deathSexagenaryCycle,deathDay,unansweredQuestion
100110001,1001,1,,"盤古","盤古",,,1
100110002,1001,1,,"天皇","天皇",,,1
100110003,1001,1,,"地皇","地皇",,,1
100110004,1001,1,,"人皇","人皇",,,1
100110005,1001,1,,"有巢","有巢",,,1
100110006,1001,1,,"燧人","燧人",,,1
100110007,1001,1,,"伏羲","伏羲",,,1
100110008,1001,1,,"神農","神農","炎帝",,1
100190011,1001,9,,"女媧","女媧",,,2
100210001,1002,1,"公孫","軒轅","公孫軒轅","黃帝",,1
600130037,6001,3,"田","仁","田仁",,,1,600130036
600130038,6001,3,"任","安","任安",,,1
600130039,6001,3,"竇","嬰","竇嬰",,,1
600130040,6001,3,"田","蚡","田蚡",,,1
600130041,6001,3,"灌","夫","灌夫",,,1
600130042,6001,3,"韓","安國","韓安國",,,1
600130043,6001,3,"公孫","弘","公孫弘",,,1
600130044,6001,3,"主父","偃","主父偃",,,1
600130045,6001,3,"汲","黯","汲黯",,,1
600130046,6001,3,"鄭","當時","鄭當時",,,1
600130047,6001,3,"郅","都","郅都",,,1
600130048,6001,3,"寧","成","寧成",,,1
600130049,6001,3,"周","陽由","周陽由",,,1
600130050,6001,3,"趙","禹","趙禹",,,1
600130051,6001,3,"張","湯","張湯",,,1
600130052,6001,3,"義","縱","義縱",,,1
600130053,6001,3,"王","溫舒","王溫舒",,,1
600130054,6001,3,"楊","僕","楊僕",,,1
600130055,6001,3,"減","宣","減宣",,,1
600130056,6001,3,"杜","周","杜周",,,1
600130057,6001,3,"司馬","遷","司馬遷",,"子長",1,600180006
600130058,6001,3,"王","陵","王陵",,,1
600130059,6001,3,"蒯","通","蒯通",,,1
600130060,6001,3,"伍","被","伍被",,,1
600130061,6001,3,"江","充","江充",,,1
600130062,6001,3,"息夫","躬","息夫躬",,,1
600130063,6001,3,"周","仁","周仁",,,1
600130064,6001,3,"張","敺","張敺",,"叔",1
600130065,6001,3,"賈","山","賈山",,,1
600130066,6001,3,"枚","乘","枚乘",,,1
600130067,6001,3,"路","溫舒","路溫舒",,,1
600130068,6001,3,"路","臯","路臯",,,1,600130067
600130069,6001,3,"卜","式","卜式",,,1
600130070,6001,3,"兒","寛","兒寛",,,1
600130071,6001,3,"張","安世","張安世",,,1,600130051
600130072,6001,3,"張","延壽","張延壽",,,1,600130071
600130073,6001,3,"杜","延年","杜延年",,,1,600130056
600130074,6001,3,"杜","緩","杜緩",,,1,600130073
600130075,6001,3,"杜","欽","杜欽",,,1,600130073
600130076,6001,3,"莊","助","莊助","嚴助",,1
600130077,6001,3,"朱","買臣","朱買臣",,,1
600130078,6001,3,"吾丘","壽王","吾丘壽王",,,1
600130079,6001,3,"徐","樂","徐樂",,,1
600130080,6001,3,"嚴","安","嚴安",,,1
600130081,6001,3,"終","軍","終軍",,,1
600130082,6001,3,"王","襃","王襃",,,1
600130083,6001,3,"賈","捐之","賈捐之",,,1
600130084,6001,3,"公孫","敬聲","公孫敬聲",,,1,600140018
600130085,6001,3,"劉","屈氂","劉屈氂",,,1
600130086,6001,3,"車","千秋","車千秋",,,1
600130087,6001,3,"王","訢","王訢",,,1
600130088,6001,3,"楊","敞","楊敞",,,1
600130089,6001,3,"蔡","義","蔡義",,,1
600130090,6001,3,"陳","萬年","陳萬年",,,1
600130091,6001,3,"鄭","弘","鄭弘",,,1
600130092,6001,3,"楊","㑮","楊㑮",,,1,600130088
600130093,6001,3,"陳","咸","陳咸",,,1,600130091
600130094,6001,3,"楊","王孫","楊王孫",,,1
600130095,6001,3,"胡","建","胡建",,,1
600130096,6001,3,"朱","雲","朱雲",,,1
600130097,6001,3,"梅","福","梅福",,,1
600130098,6001,3,"云","敞","云敞",,,1
600140001,6001,4,"張","耳","張耳",,,1
600140002,6001,4,"陳","餘","陳餘",,,1
600140003,6001,4,"魏","豹","魏豹",,,1
600140004,6001,4,"彭","越","彭越",,,1
600140005,6001,4,"英","布","英布","黥布",,1
600140006,6001,4,"韓","信","韓信","淮陰侯",,1
600140007,6001,4,"韓","信","韓信","韓王信",,1
600140008,6001,4,"盧","綰","盧綰",,,1
600140009,6001,4,"田","儋","田儋",,,1
600140010,6001,4,"田","横","田横",,,1
600140011,6001,4,"樊","噲","樊噲",,,1
600140012,6001,4,"酈","商","酈商",,,1
600140013,6001,4,"夏侯","嬰","夏侯嬰",,,1
600140014,6001,4,"灌","嬰","灌嬰",,,1
600140015,6001,4,"李","廣","李廣",,,1
600140016,6001,4,"衛","青","衛青",,,1
600140017,6001,4,"霍","去病","霍去病",,,1
600140018,6001,4,"公孫","賀","公孫賀",,,1
600140019,6001,4,"李","息","李息",,,1
600140020,6001,4,"公孫","敖","公孫敖",,,1
600140021,6001,4,"李","沮","李沮",,,1
600140022,6001,4,"張","次公","張次公",,,1
600140023,6001,4,"蘇","建","蘇建",,,1
600140024,6001,4,"趙","信","趙信",,,1
600140025,6001,4,"張","騫","張騫",,,1
600140026,6001,4,"李","蔡","李蔡",,,1
600140027,6001,4,"曹","襄","曹襄",,,1
600140028,6001,4,"韓","說","韓說",,,1
600140029,6001,4,"郭","昌","郭昌",,,1
600140030,6001,4,"趙","食其","趙食其",,,1
600140031,6001,4,"荀","彘","荀彘",,,1
600140032,6001,4,"路","博徳","路博徳",,,1
600140033,6001,4,"趙","破奴","趙破奴",,,1
600140034,6001,4,"吳","芮","吳芮",,,1
600140035,6001,4,"張","敖","張敖",,,1,600140001
600140036,6001,4,"李","陵","李陵",,,1
600140037,6001,4,"蘇","武","蘇武",,,1,600140023
600140038,6001,4,"李","廣利","李廣利",,,1
600150032,6001,5,"鄒","陽","鄒陽",,,1
600150033,6001,5,"賈","誼","賈誼",,,1
600150034,6001,5,"淳于","意","淳于意","倉公",,1
600150035,6001,5,"司馬","相如","司馬相如",,,1
600150036,6001,5,"申","公","申公",,,1
600150037,6001,5,"轅","固生","轅固生",,,1
600150038,6001,5,"韓","生","韓生",,,1
600150039,6001,5,"伏","勝","伏勝",,,1
600150040,6001,5,"董","仲舒","董仲舒",,,1
600150041,6001,5,"胡","母生","胡母生",,,1
600150042,6001,5,"朱","家","朱家",,,1
600150043,6001,5,"劇","孟","劇孟",,,1
600150044,6001,5,"郭","解","郭解",,,1
600150045,6001,5,"鄧","通","鄧通",,,1
600150046,6001,5,"韓","嫣","韓嫣",,,1
600150047,6001,5,"李","延年","李延年",,,1
600150048,6001,5,"東方","朔","東方朔",,,1
600150049,6001,5,"東郭","先生","東郭先生",,,1
600150050,6001,5,"王","先生","王先生",,,1
600150051,6001,5,"司馬","季主","司馬季主",,,1
600190001,6001,9,"呂","雉","呂雉",,"娥姁",2
600190002,6001,9,"薄",,"薄","薄太后",,2
600190003,6001,9,"竇",,"竇","竇太后",,2
600190004,6001,9,"王",,"王","王太后",,2
600190005,6001,9,"衛",,"衛","衛皇后","子夫",2
600190006,6001,9,"陳",,"陳","陳皇后",,2
600190007,6001,9,"王",,"王","王夫人",,2
600190008,6001,9,"李",,"李","李夫人",,2
600190009,6001,9,"趙",,"趙","鉤弋夫人",,2
600180003,6001,8,"孔","安國","孔安國",,,1
600180004,6001,8,"伏","生","伏生",,,1
600180005,6001,8,"董","仲舒","董仲舒",,,1
600180006,6001,8,"司馬","談","司馬談",,,1
600180007,6001,8,"揚","雄","揚雄",,"子雲",1
600180008,6001,8,"戴","德","戴德",,,1
600180009,6001,8,"劉","信","劉信",,,1
600180011,6001,8,"鮑","生","鮑生",,,1
600180015,6001,8,"樊","他廣","樊他廣",,,1
600180016,6001,8,"宋","昌","宋昌",,,1
600180019,6001,8,"欒","大","欒大",,,1
600180020,6001,8,"李","少翁","李少翁",,,1
600180021,6001,8,"褚","少孫","褚少孫",,,1
600180027,6001,8,"尹","氏","尹氏","尹夫人",,1
600180029,6001,8,"慎","氏","慎氏","慎夫人",,1
600180030,6001,8,"張","武","張武",,,1
600180033,6001,8,"竇","長君","竇長君",,,1
600180035,6001,8,,"冒頓","冒頓",,,1
600180036,6001,8,"嚴","遵","嚴遵",,,1
600180039,6001,8,"焦","贛","焦贛",,,1
600180040,6001,8,"京","房","京房",,,1
600180041,6001,8,"許","負","許負",,,1
600180042,6001,8,"毛","萇","毛萇",,,1
600180043,6001,8,"落","下閎","落下閎",,,1
600180044,6001,8,"鄧","平","鄧平",,,1
600180045,6001,8,"陸","賈","陸賈",,,1
600180046,6001,8,"劉","德","劉德",,,1
700110002,7001,1,"劉","莊","劉莊",,,1
700180000,7001,8,,"佚名","佚名",,,1
700180001,7001,8,"班","固","班固",,"孟堅",1
700180002,7001,8,"荀","悅","荀悅",,,1
700180003,7001,8,"宋","衷","宋衷",,,1
700180004,7001,8,"劉","珍","劉珍",,,1
700180005,7001,8,"趙","煜","趙煜",,,1
700180006,7001,8,"髙","誘","髙誘",,,1
700180007,7001,8,"趙","歧","趙歧",,,1
700180008,7001,8,"趙","君卿","趙君卿",,,1
700180009,7001,8,"徐","岳","徐岳",,,1
700180010,7001,8,"衛","宏","衛宏",,,1
700180011,7001,8,"劉","熙","劉熙",,,1
700180012,7001,8,"鄭","玄","鄭玄",,,1
700180013,7001,8,"何","休","何休",,,1
700180014,7001,8,"服","虔","服虔",,,1
700180015,7001,8,"許","慎","許慎",,,1
700180016,7001,8,,"河上公","河上公",,,1
700180017,7001,8,"郭","憲","郭憲",,,1
700180018,7001,8,"楊","賜","楊賜",,,1
700180019,7001,8,"李","梵","李梵",,,1
700180020,7001,8,"編","","編",,,1
700180021,7001,8,"劉","洪","劉洪",,,1
700180022,7001,8,"班","穉","班穉",,,1
700180023,7001,8,"班","彪","班彪",,,1
700180024,7001,8,"高","誘","高誘",,,1
700180025,7001,8,"趙","岐","趙岐",,,1
700180026,7001,8,"賈","逵","賈逵",,,1
700180027,7001,8,"延","篤","延篤",,,1
800180000,8001,8,,"佚名","佚名",,,1
800180001,8001,8,"鄭","小同","鄭小同",,,1
800180002,8001,8,"王","弼","王弼",,,1
800180003,8001,8,"管","輅","管輅",,,1
800180004,8001,8,"韓","翊","韓翊",,,1
800180005,8001,8,"高","堂隆","高堂隆",,,1
800180006,8001,8,"楊","偉","楊偉",,,1
800180007,8001,8,"孫","炎","孫炎",,,1
800180008,8001,8,"孟","康","孟康",,,1
800280000,8002,8,,"佚名","佚名",,,1
800280001,8002,8,"陸","績","陸績",,,1
800280002,8002,8,"譙","周","譙周",,,1
800380001,8003,8,"韋","昭","韋昭",,,1
900180001,9001,8,"司馬","彪","司馬彪",,,1
900180002,9001,8,"陳","壽","陳壽",,,1
900180003,9001,8,"孔","晁","孔晁",,,1
900180004,9001,8,"皇甫","謐","皇甫謐",,,1
900180005,9001,8,"摯","虞","摯虞",,,1
900180006,9001,8,"嵇","含","嵇含",,,1
900180007,9001,8,"劉","徽","劉徽",,,1
900180008,9001,8,"孔","晁","孔晁",,,1
900180009,9001,8,"杜","預","杜預",,,1
900180010,9001,8,"張","華","張華",,,1
900180011,9001,8,"郭","象","郭象",,,1
900180012,9001,8,"傅","瓚","傅瓚",,,1
900280001,9002,8,"袁","宏","袁宏",,,1
900280002,9002,8,"陸","","陸",,,1
900280003,9002,8,"常","璩","常璩",,,1
900280004,9002,8,"習","鑿齒","習鑿齒",,,1
900280005,9002,8,"宗","懔","宗懔",,,1
900280006,9002,8,"范","甯","范甯",,,1
900280007,9002,8,"戴","凱之","戴凱之",,,1
900280008,9002,8,"葛","洪","葛洪",,,1
900280009,9002,8,"韓","康伯","韓康伯",,,1
900280010,9002,8,"范","望","范望",,,1
900280011,9002,8,"張","湛","張湛",,,1
900280012,9002,8,"郭","璞","郭璞",,,1
900280013,9002,8,"王","嘉","王嘉",,,1
900280014,9002,8,"干","寶","干寶",,,1
900280015,9002,8,"陶","潛","陶潛",,,1
900280016,9002,8,"張","顒","張顒",,,1
900280017,9002,8,"于","瓚","于瓚",,,1
900280018,9002,8,"司馬","聃","司馬聃",,,1
1000180001,10001,8,"裴","駰","裴駰",,"龍駒",1,1000180005
1000180002,10001,8,"范","燁","范燁",,,1
1000180003,10001,8,"裴","松之","裴松之",,,1
1000180004,10001,8,,"釋惠遠","釋惠遠",,,1
1000180005,10001,8,"裴","松之","裴松之",,,1
1000180006,10001,8,"劉","義慶","劉義慶",,,1
1000180007,10001,8,"劉","敬叔","劉敬叔",,,1
1000180008,10001,8,"徐","廣","徐廣",,,1
1000180009,10001,8,"何","法盛","何法盛",,,1
1000280001,10002,8,"鄒","誕生","鄒誕生",,,1
1000380001,10003,8,"劉","昭","劉昭",,,1
1000380002,10003,8,"沈","約","沈約",,,1
1000380003,10003,8,"蕭","子顯","蕭子顯",,,1
1000380004,10003,8,"蕭","繹","蕭繹",,,1
1000380005,10003,8,"陶","弘景","陶弘景",,,1
1000380006,10003,8,"任","昉","任昉",,,1
1000380007,10003,8,"蕭","綺","蕭綺",,,1
1000380008,10003,8,"吳","均","吳均",,,1
1000380009,10003,8,"劉","峻","劉峻",,"孝標",1
1000480001,10004,8,"虞","荔","虞荔",,,1
1100180001,11001,8,"崔","鴻","崔鴻",,,1
1100180002,11001,8,"酈","道元","酈道元",,,1
1100180003,11001,8,"楊","衒之","楊衒之",,,1
1100180004,11001,8,"張","邱建","張邱建",,,1
1100180005,11001,8,"關","朗","關朗",,,1
1100180006,11001,8,"崔","浩","崔浩",,,1
1100480001,11004,8,"魏","收","魏收",,,1
1100480002,11004,8,"祖","珽","祖珽",,,1
1100580001,11005,8,"甄","鸞","甄鸞",,,1
1100580002,11005,8,"盧","辯","盧辯",,,1
1100580003,11005,8,"衛","元嵩","衛元嵩",,,1
1100580004,11005,8,"庾","季才","庾季才",,,1
1100680001,11006,8,"李","百藥","李百藥",,,1
1100680002,11006,8,"王","通","王通",,,1
1100680003,11006,8,"杜","公瞻","杜公瞻",,,1
1100680004,11006,8,"虞","世南","虞世南",,,1
1100680005,11006,8,"夏","侯陽","夏侯陽",,,1
1100680006,11006,8,"蕭","吉","蕭吉",,,1
1100680007,11006,8,"顏","之推","顏之推",,,1
1100680008,11006,8,"栁","顧言","栁顧言",,,1
1100680009,11006,8,"許","子儒","許子儒",,,1
1200180000,12001,8,,"佚名","佚名",,,1
1200180001,12001,8,"司馬","貞","司馬貞",,"子正",1
1200180002,12001,8,"張","守節","張守節",,,1
1200180003,12001,8,"顏","師古","顏師古",,,1
1200180004,12001,8,"李","賢","李賢",,,1
1200180005,12001,8,"房","玄齡","房玄齡",,,1
1200180006,12001,8,"李","世民","李世民",,,1
1200180007,12001,8,"何","超","何超",,,1
1200180008,12001,8,"姚","思亷","姚思亷",,,1
1200180009,12001,8,"李","延壽","李延壽",,,1
1200180010,12001,8,"令狐","德棻","令狐德棻",,,1
1200180011,12001,8,"長孫","無忌","長孫無忌",,,1
1200180012,12001,8,"魏","徴","魏徴",,,1
1200180013,12001,8,"薛","收","薛收",,,1
1200180014,12001,8,"温","大雅","温大雅",,,1
1200180015,12001,8,"馬","總","馬總",,,1
1200180016,12001,8,"許","嵩","許嵩",,,1
1200180017,12001,8,"樊","綽","樊綽",,,1
1200180018,12001,8,"吳","兢","吳兢",,,1
1200180019,12001,8,"裴","庭裕","裴庭裕",,,1
1200180020,12001,8,"趙","元一","趙元一",,,1
1200180021,12001,8,"余","知古","余知古",,,1
1200180022,12001,8,"陸","善經","陸善經",,,1
1200180023,12001,8,"林","寳","林寳",,,1
1200180024,12001,8,"陸","龜蒙","陸龜蒙",,,1
1200180025,12001,8,"李","瀚","李瀚",,,1
1200180026,12001,8,"歐陽","詢","歐陽詢",,,1
1200180027,12001,8,"張","鷟","張鷟",,,1
1200180028,12001,8,"徐","堅","徐堅",,,1
1200180029,12001,8,"白","居易","白居易",,,1
1200180030,12001,8,"王","方慶","王方慶",,,1
1200180031,12001,8,"李","絳","李絳",,,1
1200180032,12001,8,"姚","汝能","姚汝能",,,1
1200180033,12001,8,"繆","荃孫","繆荃孫",,,1
1200180034,12001,8,"李","翺","李翺",,,1
1200180035,12001,8,"劉","知幾","劉知幾",,,1
1200180036,12001,8,"陸","贄","陸贄",,,1
1200180037,12001,8,"李","吉甫","李吉甫",,,1
1200180038,12001,8,,"釋元奘","釋元奘",,,1
1200180039,12001,8,,"辨機","辨機",,,1
1200180040,12001,8,"李","冲昭","李冲昭",,,1
1200180041,12001,8,"陸","廣微","陸廣微",,,1
1200180042,12001,8,,"釋慧祥","釋慧祥",,,1
1200180043,12001,8,"段","公路","段公路",,,1
1200180044,12001,8,"莫","休符","莫休符",,,1
1200180045,12001,8,"劉","恂","劉恂",,,1
1200180046,12001,8,"韋","述","韋述",,,1
1200180047,12001,8,"李","林甫","李林甫",,,1
1200180048,12001,8,"李","肇","李肇",,,1
1200180049,12001,8,"武","曌","武曌",,,1
1200180050,12001,8,"李","淳風","李淳風",,,1
1200180051,12001,8,"王","孝通","王孝通",,,1
1200180052,12001,8,"杜","佑","杜佑",,,1
1200180053,12001,8,"蕭","嵩","蕭嵩",,,1
1200180054,12001,8,"王","涇","王涇",,,1
1200180055,12001,8,"陸","德明","陸德明",,,1
1200180056,12001,8,"曾","釗","曾釗",,,1
1200180057,12001,8,"孔","穎達","孔穎達",,,1
1200180058,12001,8,"楊","士勛","楊士勛",,,1
1200180059,12001,8,"陸","淳風","陸淳風",,,1
1200180060,12001,8,"王","冰","王冰",,,1
1200180061,12001,8,"賈","公彥","賈公彥",,,1
1200180062,12001,8,"陸","羽","陸羽",,,1
1200180063,12001,8,"張","又新","張又新",,,1
1200180064,12001,8,"楊","曄","楊曄",,,1
1200180065,12001,8,"劉","肅","劉肅",,,1
1200180066,12001,8,"李","德裕","李德裕",,,1
1200180067,12001,8,"韋","絢","韋絢",,,1
1200180068,12001,8,"趙","璘","趙璘",,,1
1200180069,12001,8,"鄭","處誨","鄭處誨",,,1
1200180070,12001,8,"張","固","張固",,,1
1200180071,12001,8,"李","濬","李濬",,,1
1200180072,12001,8,"范","攄","范攄",,,1
1200180073,12001,8,"馮","贄","馮贄",,,1
1200180074,12001,8,"胡","璩","胡璩",,,1
1200180075,12001,8,"皇甫","枚","皇甫枚",,,1
1200180076,12001,8,"段","成式","段成式",,,1
1200180077,12001,8,"趙","蕤","趙蕤",,,1
1200180078,12001,8,"李","鼎祚","李鼎祚",,,1
1200180079,12001,8,"史","徵","史徵",,,1
1200180080,12001,8,"郭","京","郭京",,,1
1200180081,12001,8,"蘇","源明","蘇源明",,,1
1200180082,12001,8,"李","江","李江",,,1
1200180083,12001,8,"王","希明","王希明",,,1
1200180084,12001,8,"李","筌","李筌",,,1
1200180085,12001,8,"王","真","王真",,,1
1200180086,12001,8,"陸","希聲","陸希聲",,,1
1200180087,12001,8,"殷","敬慎","殷敬慎",,,1
1200180088,12001,8,"盧","重元","盧重元",,,1
1200180089,12001,8,"成","玄英","成玄英",,,1
1200180090,12001,8,"徐","靈府","徐靈府",,,1
1200180091,12001,8,"王","士源","王士源",,,1
1200180092,12001,8,"何","粲","何粲",,,1
1200180093,12001,8,"張","志和","張志和",,,1
1200180094,12001,8,"薛","用弱","薛用弱",,,1
1200180095,12001,8,"谷","神子","谷神子",,,1
1200180096,12001,8,"蘇","鶚","蘇鶚",,,1
1200180097,12001,8,"鍾","輅","鍾輅",,,1
1200180098,12001,8,"馮","翊子","馮翊子",,,1
1200180099,12001,8,"康","駢","康駢",,,1
1200180100,12001,8,"張","讀","張讀",,,1
1200180101,12001,8,"高","彥休","高彥休",,,1
1200180102,12001,8,"袁","郊","袁郊",,,1
1200180103,12001,8,"鄭","綮","鄭綮",,,1
1200180104,12001,8,"唐","臨","唐臨",,,1
1200180105,12001,8,"柳","宗元","柳宗元",,,1
1200180106,12001,8,"李","亢","李亢",,,1
1200180107,12001,8,,"瞿曇悉達","瞿曇悉達",,,1
1200180108,12001,8,"濮","陽夏","濮陽夏",,,1
1200180109,12001,8,"楊","筠松","楊筠松",,,1
1200180110,12001,8,"曾","文辿","曾文辿",,,1
1200180111,12001,8,"李","虛中","李虛中",,,1
1200180112,12001,8,"劉","伯莊","劉伯莊",,,1
1200180113,12001,8,"張","嘉會","張嘉會"
1300180001,13001,8,"王","仁裕","王仁裕",,,1
1300180002,13001,8,"杜","光庭","杜光庭",,,1
1300380001,13003,8,"劉","昫","劉昫",,,1
1300580001,13005,8,"王","朴","王朴",,,1
1301180001,13011,8,"王","定保","王定保",,,1
1301380001,13013,8,"馮","繼先","馮繼先",,,1
1301380002,13013,8,"何","光遠","何光遠",,,1
1301380003,13013,8,"彭","曉","彭曉",,,1
1301480001,13014,8,"尉遲","偓","尉遲偓",,,1
1301480002,13014,8,"劉","崇遠","劉崇遠",,,1
1301480003,13014,8,"沈","汾","沈汾",,,1
1301480004,13014,8,"何","溥","何溥",,,1
1301480005,13014,8,"宋","齊丘","宋齊丘",,,1
1400180000,14001,8,,"佚名","佚名",,,1
1400180001,14001,8,"熊","方","熊方",,,1
1400180002,14001,8,"歐陽","修","歐陽修",,,1
1400180003,14001,8,"宋","祁","宋祁",,,1
1400180004,14001,8,"吳","縝","吳縝",,,1
1400180005,14001,8,"薛","居正","薛居正",,,1
1400180006,14001,8,"徐","無黨","徐無黨",,,1
1400180007,14001,8,"司","馬光","司馬光",,,1
1400180008,14001,8,"劉","恕","劉恕",,,1
1400180009,14001,8,"阮","逸","阮逸",,,1
1400180010,14001,8,"錢","若水","錢若水",,,1
1400180011,14001,8,"孫","光憲","孫光憲",,,1
1400180012,14001,8,"章","衡","章衡",,,1
1400180013,14001,8,"蘇","轍","蘇轍",,,1
1400180014,14001,8,"曽","鞏","曽鞏",,,1
1400180015,14001,8,"鄭","樵","鄭樵",,,1
1400180016,14001,8,"周","羽翀","周羽翀",,,1
1400180017,14001,8,"句","延慶","句延慶",,,1
1400180018,14001,8,"張","唐英","張唐英",,,1
1400180019,14001,8,"林","禹","林禹",,,1
1400180020,14001,8,"路","振","路振",,,1
1400180021,14001,8,"龍","衮","龍衮",,,1
1400180022,14001,8,"陳","彭年","陳彭年",,,1
1400180023,14001,8,"鄭","文寳","鄭文寳",,,1
1400180024,14001,8,"馬","令","馬令",,,1
1400180025,14001,8,"宋","庠","宋庠",,,1
1400180026,14001,8,"王","禹偁","王禹偁",,,1
1400180027,14001,8,"陶","岳","陶岳",,,1
1400180028,14001,8,"方","勺","方勺",,,1
1400180029,14001,8,"丁","特起","丁特起",,,1
1400180030,14001,8,"蔡","鞗","蔡鞗",,,1
1400180031,14001,8,"陳","東","陳東",,,1
1400180032,14001,8,"邵","思","邵思",,,1
1400180033,14001,8,"徐","光溥","徐光溥",,,1
1400180034,14001,8,"孔","傳","孔傳",,,1
1400180035,14001,8,"吳","淑","吳淑",,,1
1400180036,14001,8,"李","昉","李昉",,,1
1400180037,14001,8,"王","欽若","王欽若",,,1
1400180038,14001,8,"高","承","高承",,,1
1400180039,14001,8,"馬","永易","馬永易",,,1
1400180040,14001,8,"任","廣","任廣",,,1
1400180041,14001,8,"葉","廷珪","葉廷珪",,,1
1400180042,14001,8,"李","昭玘","李昭玘",,,1
1400180043,14001,8,"李","似之","李似之",,,1
1400180044,14001,8,"趙","子櫟","趙子櫟",,,1
1400180045,14001,8,"王","素","王素",,,1
1400180046,14001,8,"王","岩叟","王岩叟",,,1
1400180047,14001,8,"强","至","强至",,,1
1400180048,14001,8,"王","當","王當",,,1
1400180049,14001,8,"滕","元發","滕元發",,,1
1400180050,14001,8,"趙","抃","趙抃",,,1
1400180051,14001,8,"楊","侃","楊侃",,,1
1400180052,14001,8,"劉","羲仲","劉羲仲",,,1
1400180053,14001,8,"胡","寅","胡寅",,,1
1400180054,14001,8,"錢","時","錢時",,,1
1400180055,14001,8,"唐","庚","唐庚",,,1
1400180056,14001,8,"范","祖禹","范祖禹",,,1
1400180057,14001,8,"孫","甫","孫甫",,,1
1400180058,14001,8,"吕","夏卿","吕夏卿",,,1
1400180059,14001,8,"吕","中","吕中",,,1
1400180060,14001,8,"陳","瓘","陳瓘",,,1
1400180061,14001,8,"林","虙","林虙",,,1
1400180062,14001,8,"范","仲淹","范仲淹",,,1
1400180063,14001,8,"包","拯","包拯",,,1
1400180064,14001,8,"張","田","張田",,,1
1400180065,14001,8,"劉","安世","劉安世",,,1
1400180066,14001,8,"陳","次升","陳次升",,,1
1400180067,14001,8,"葉","夢得","葉夢得",,,1
1400180068,14001,8,"李","綱","李綱",,,1
1400180069,14001,8,"樂","史","樂史",,,1
1400180070,14001,8,"王","存","王存",,,1
1400180071,14001,8,"歐陽","忞","歐陽忞",,,1
1400180072,14001,8,"稅","安禮","稅安禮",,,1
1400180073,14001,8,"朱","長文","朱長文",,,1
1400180074,14001,8,"單","鍔","單鍔",,,1
1400180075,14001,8,"徐","兢","徐兢",,,1
1400180076,14001,8,"釋","法顯","釋法顯",,,1
1400180077,14001,8,"陳","舜俞","陳舜俞",,,1
1400180078,14001,8,"宋","敏求","宋敏求",,,1
1400180079,14001,8,"李","格非","李格非",,,1
1400180080,14001,8,,"釋延一","釋延一",,,1
1400180081,14001,8,"張","商英","張商英",,,1
1400180082,14001,8,"朱","并","朱并",,,1
1400180083,14001,8,"張","禮","張禮",,,1
1400180084,14001,8,"范","致明","范致明",,,1
1400180085,14001,8,"程","俱","程俱",,,1
1400180086,14001,8,"王","堯臣","王堯臣",,,1
1400180087,14001,8,"趙","明誠","趙明誠",,,1
1400180088,14001,8,"黄","伯思","黄伯思",,,1
1400180089,14001,8,"劉","次莊","劉次莊",,,1
1400180090,14001,8,"蘇","頌","蘇頌",,,1
1400180091,14001,8,"王","溥","王溥",,,1
1400180092,14001,8,"蘇","洵","蘇洵",,,1
1400180093,14001,8,"鄭","居中","鄭居中",,,1
1400180094,14001,8,"李","誡","李誡",,,1
1400180095,14001,8,"胡","瑗","胡瑗",,,1
1400180096,14001,8,"蘇","軾","蘇軾",,,1
1400180097,14001,8,"孫","復","孫復",,,1
1400180098,14001,8,"王","晳","王晳",,,1
1400180099,14001,8,"劉","敞","劉敞",,,1
1400180100,14001,8,"孫","覺","孫覺",,,1
1400180101,14001,8,"蕭","楚","蕭楚",,,1
1400180102,14001,8,"崔","子方","崔子方",,,1
1400180103,14001,8,"張","大亨","張大亨",,,1
1400180104,14001,8,"呂","本中","呂本中",,,1
1400180105,14001,8,"胡","安國","胡安國",,,1
1400180106,14001,8,"高","閌","高閌",,,1
1400180107,14001,8,"沈","棐","沈棐",,,1
1400180108,14001,8,"程","頤","程頤",,,1
1400180109,14001,8,"林","億","林億",,,1
1400180110,14001,8,"史","崧","史崧",,,1
1400180111,14001,8,"高","保衡","高保衡",,,1
1400180112,14001,8,"王","安石","王安石",,,1
1400180113,14001,8,"王","昭禹","王昭禹",,,1
1400180114,14001,8,"傅","崧卿","傅崧卿",,,1
1400180115,14001,8,"聶","崇義","聶崇義",,,1
1400180116,14001,8,"陳","祥道","陳祥道",,,1
1400180117,14001,8,"呂","大臨","呂大臨",,,1
1400180118,14001,8,"王","黼","王黼",,,1
1400180119,14001,8,"蘇","易簡","蘇易簡",,,1
1400180120,14001,8,"杜","綰","杜綰",,,1
1400180121,14001,8,"米","芾","米芾",,,1
1400180122,14001,8,"唐","積","唐積",,,1
1400180123,14001,8,"洪","芻","洪芻",,,1
1400180124,14001,8,"陳","敬","陳敬",,,1
1400180125,14001,8,"蔡","襄","蔡襄",,,1
