@default,Country,Identity,,,,,,,Character,Character,Character,Character,Year,Month,SexagenaryCycle,Day,Year,Month,SexagenaryCycle,Day
Id,國家,身份,姓,名,全名,別名,字,姓別,父,母,養父,養母,出生年,出生月,出生干支日,出生日,死亡年,死亡月,死亡干支日,死亡日,存疑
int,int,int,string,string,string,string[],string,int,int,int,int[],int[],int,int,int,int,int,int,int,int,string[]
id,country,identity,family,name,fullName,alias,styleName,sex,father,mother,fosterFather,fosterMother,birthYear,birthMonth,birthSexagenaryCycle,birthDay,deathYear,deathMonth,deathSexagenaryCycle,deathDay,unansweredQuestion
100110001,1001,1,,"盤古","盤古",,,1
100110002,1001,1,,"天皇","天皇",,,1
100110003,1001,1,,"地皇","地皇",,,1
100110004,1001,1,,"人皇","人皇",,,1
100110005,1001,1,,"有巢","有巢",,,1
100110006,1001,1,,"燧人","燧人",,,1
100110007,1001,1,,"伏羲","伏羲",,,1
100110008,1001,1,,"神農","神農","炎帝",,1
100190011,1001,9,,"女媧","女媧",,,2
100210001,1002,1,"公孫","軒轅","公孫軒轅","黃帝",,1
600130039,6001,3,"竇","嬰","竇嬰",,,1
600130040,6001,3,"田","蚡","田蚡",,,1
600130041,6001,3,"灌","夫","灌夫",,,1
600130042,6001,3,"韓","安國","韓安國",,,1
600130043,6001,3,"公孫","弘","公孫弘",,,1
600130044,6001,3,"主父","偃","主父偃",,,1
600130045,6001,3,"汲","黯","汲黯",,,1
600130046,6001,3,"鄭","當時","鄭當時",,,1
600130047,6001,3,"郅","都","郅都",,,1
600130048,6001,3,"寧","成","寧成",,,1
600130049,6001,3,"周","陽由","周陽由",,,1
600130050,6001,3,"趙","禹","趙禹",,,1
600130051,6001,3,"張","湯","張湯",,,1
600130052,6001,3,"義","縱","義縱",,,1
600130053,6001,3,"王","溫舒","王溫舒",,,1
600130054,6001,3,"楊","僕","楊僕",,,1
600130055,6001,3,"減","宣","減宣",,,1
600130056,6001,3,"杜","周","杜周",,,1
600130057,6001,3,"司馬","遷","司馬遷",,"子長",1,600180006
600130058,6001,3,"王","陵","王陵",,,1
600130059,6001,3,"蒯","通","蒯通",,,1
600130060,6001,3,"伍","被","伍被",,,1
600130061,6001,3,"江","充","江充",,,1
600130062,6001,3,"息夫","躬","息夫躬",,,1
600130063,6001,3,"周","仁","周仁",,,1
600130064,6001,3,"張","敺","張敺",,"叔",1
600130065,6001,3,"賈","山","賈山",,,1
600130066,6001,3,"枚","乘","枚乘",,,1
600130067,6001,3,"路","溫舒","路溫舒",,,1
600130068,6001,3,"路","臯","路臯",,,1,600130067
600130069,6001,3,"卜","式","卜式",,,1
600130070,6001,3,"兒","寛","兒寛",,,1
600130071,6001,3,"張","安世","張安世",,,1,600130051
600130072,6001,3,"張","延壽","張延壽",,,1,600130071
600130073,6001,3,"杜","延年","杜延年",,,1,600130056
600130074,6001,3,"杜","緩","杜緩",,,1,600130073
600130075,6001,3,"杜","欽","杜欽",,,1,600130073
600130076,6001,3,"莊","助","莊助","嚴助",,1
600130077,6001,3,"朱","買臣","朱買臣",,,1
600130078,6001,3,"吾丘","壽王","吾丘壽王",,,1
600130079,6001,3,"徐","樂","徐樂",,,1
600130080,6001,3,"嚴","安","嚴安",,,1
600130081,6001,3,"終","軍","終軍",,,1
600130082,6001,3,"王","襃","王襃",,,1
600130083,6001,3,"賈","捐之","賈捐之",,,1
600130084,6001,3,"公孫","敬聲","公孫敬聲",,,1,600140018
600130085,6001,3,"劉","屈氂","劉屈氂",,,1
600130086,6001,3,"車","千秋","車千秋",,,1
600130087,6001,3,"王","訢","王訢",,,1
600130088,6001,3,"楊","敞","楊敞",,,1
600130089,6001,3,"蔡","義","蔡義",,,1
600130090,6001,3,"陳","萬年","陳萬年",,,1
600130091,6001,3,"鄭","弘","鄭弘",,,1
600130092,6001,3,"楊","㑮","楊㑮",,,1,600130088
600130093,6001,3,"陳","咸","陳咸",,,1,600130091
600130094,6001,3,"楊","王孫","楊王孫",,,1
600130095,6001,3,"胡","建","胡建",,,1
600130096,6001,3,"朱","雲","朱雲",,,1
600130097,6001,3,"梅","福","梅福",,,1
600130098,6001,3,"云","敞","云敞",,,1
600140001,6001,4,"張","耳","張耳",,,1
600140002,6001,4,"陳","餘","陳餘",,,1
600140003,6001,4,"魏","豹","魏豹",,,1
600140004,6001,4,"彭","越","彭越",,,1
600140005,6001,4,"英","布","英布","黥布",,1
600140006,6001,4,"韓","信","韓信","淮陰侯",,1
600140007,6001,4,"韓","信","韓信","韓王信",,1
600140008,6001,4,"盧","綰","盧綰",,,1
600140009,6001,4,"田","儋","田儋",,,1
600140010,6001,4,"田","横","田横",,,1
600140011,6001,4,"樊","噲","樊噲",,,1
600140012,6001,4,"酈","商","酈商",,,1
600140013,6001,4,"夏侯","嬰","夏侯嬰",,,1
600140014,6001,4,"灌","嬰","灌嬰",,,1
600140015,6001,4,"李","廣","李廣",,,1
600140016,6001,4,"衛","青","衛青",,,1
600140017,6001,4,"霍","去病","霍去病",,,1
600140018,6001,4,"公孫","賀","公孫賀",,,1
600140019,6001,4,"李","息","李息",,,1
600140020,6001,4,"公孫","敖","公孫敖",,,1
600140021,6001,4,"李","沮","李沮",,,1
600140022,6001,4,"張","次公","張次公",,,1
600140023,6001,4,"蘇","建","蘇建",,,1
600140024,6001,4,"趙","信","趙信",,,1
600140025,6001,4,"張","騫","張騫",,,1
600140026,6001,4,"李","蔡","李蔡",,,1
600140027,6001,4,"曹","襄","曹襄",,,1
600140028,6001,4,"韓","說","韓說",,,1
600140029,6001,4,"郭","昌","郭昌",,,1
600140030,6001,4,"趙","食其","趙食其",,,1
600140031,6001,4,"荀","彘","荀彘",,,1
600140032,6001,4,"路","博徳","路博徳",,,1
600140033,6001,4,"趙","破奴","趙破奴",,,1
600140034,6001,4,"吳","芮","吳芮",,,1
600140035,6001,4,"張","敖","張敖",,,1,600140001
600140036,6001,4,"李","陵","李陵",,,1
600140037,6001,4,"蘇","武","蘇武",,,1,600140023
600140038,6001,4,"李","廣利","李廣利",,,1
600150032,6001,5,"鄒","陽","鄒陽",,,1
600150033,6001,5,"賈","誼","賈誼",,,1
600150034,6001,5,"淳于","意","淳于意","倉公",,1
600150035,6001,5,"司馬","相如","司馬相如",,,1
600150036,6001,5,"申","公","申公",,,1
600150037,6001,5,"轅","固生","轅固生",,,1
600150038,6001,5,"韓","生","韓生",,,1
600150039,6001,5,"伏","勝","伏勝",,,1
600150040,6001,5,"董","仲舒","董仲舒",,,1
600150041,6001,5,"胡","母生","胡母生",,,1
600150042,6001,5,"朱","家","朱家",,,1
600150043,6001,5,"劇","孟","劇孟",,,1
600150044,6001,5,"郭","解","郭解",,,1
600150045,6001,5,"鄧","通","鄧通",,,1
600150046,6001,5,"韓","嫣","韓嫣",,,1
600150047,6001,5,"李","延年","李延年",,,1
600150048,6001,5,"東方","朔","東方朔",,,1
600150049,6001,5,"東郭","先生","東郭先生",,,1
600150050,6001,5,"王","先生","王先生",,,1
600150051,6001,5,"司馬","季主","司馬季主",,,1
600190001,6001,9,"呂","雉","呂雉",,"娥姁",2
600190002,6001,9,"薄",,"薄","薄太后",,2
600190003,6001,9,"竇",,"竇","竇太后",,2
600190004,6001,9,"王",,"王","王太后",,2
600190005,6001,9,"衛",,"衛","衛皇后","子夫",2
600190006,6001,9,"陳",,"陳","陳皇后",,2
600190007,6001,9,"王",,"王","王夫人",,2
600190008,6001,9,"李",,"李","李夫人",,2
600190009,6001,9,"趙",,"趙","鉤弋夫人",,2
600180003,6001,8,"孔","安國","孔安國",,,1
600180004,6001,8,"伏","生","伏生",,,1
600180005,6001,8,"董","仲舒","董仲舒",,,1
600180006,6001,8,"司馬","談","司馬談",,,1
600180007,6001,8,"揚","雄","揚雄",,"子雲",1
600180008,6001,8,"戴","德","戴德",,,1
600180009,6001,8,"劉","信","劉信",,,1
600180010,6001,8,"鮑","生","鮑生",,,1
600180011,6001,8,"樊","他廣","樊他廣",,,1
600180012,6001,8,"宋","昌","宋昌",,,1
600180013,6001,8,"欒","大","欒大",,,1
600180014,6001,8,"李","少翁","李少翁",,,1
600180021,6001,8,"褚","少孫","褚少孫",,,1
600180027,6001,8,"尹","氏","尹氏","尹夫人",,1
600180029,6001,8,"慎","氏","慎氏","慎夫人",,1
600180030,6001,8,"張","武","張武",,,1
600180033,6001,8,"竇","長君","竇長君",,,1
600180035,6001,8,,"冒頓","冒頓",,,1
600180036,6001,8,"嚴","遵","嚴遵",,,1
600180039,6001,8,"焦","贛","焦贛",,,1
600180040,6001,8,"京","房","京房",,,1
600180041,6001,8,"許","負","許負",,,1
600180042,6001,8,"毛","萇","毛萇",,,1
600180043,6001,8,"落","下閎","落下閎",,,1
600180044,6001,8,"鄧","平","鄧平",,,1
600180045,6001,8,"陸","賈","陸賈",,,1
600180046,6001,8,"劉","德","劉德",,,1
700110002,7001,1,"劉","莊","劉莊",,,1
700180000,7001,8,,"佚名","佚名",,,1
700180001,7001,8,"班","固","班固",,"孟堅",1
700180002,7001,8,"荀","悅","荀悅",,,1
700180003,7001,8,"宋","衷","宋衷",,,1
700180004,7001,8,"劉","珍","劉珍",,,1
700180005,7001,8,"趙","煜","趙煜",,,1
700180006,7001,8,"髙","誘","髙誘",,,1
700180007,7001,8,"趙","歧","趙歧",,,1
700180008,7001,8,"趙","君卿","趙君卿",,,1
700180009,7001,8,"徐","岳","徐岳",,,1
700180010,7001,8,"衛","宏","衛宏",,,1
700180011,7001,8,"劉","熙","劉熙",,,1
700180012,7001,8,"鄭","玄","鄭玄",,,1
700180013,7001,8,"何","休","何休",,,1
700180014,7001,8,"服","虔","服虔",,,1
700180015,7001,8,"許","慎","許慎",,,1
700180016,7001,8,,"河上公","河上公",,,1
700180017,7001,8,"郭","憲","郭憲",,,1
700180018,7001,8,"楊","賜","楊賜",,,1
700180019,7001,8,"李","梵","李梵",,,1
700180020,7001,8,"編","","編",,,1
700180021,7001,8,"劉","洪","劉洪",,,1
700180022,7001,8,"班","穉","班穉",,,1
700180023,7001,8,"班","彪","班彪",,,1
700180024,7001,8,"高","誘","高誘",,,1
700180025,7001,8,"趙","岐","趙岐",,,1
700180026,7001,8,"賈","逵","賈逵",,,1
700180027,7001,8,"延","篤","延篤",,,1
800180000,8001,8,,"佚名","佚名",,,1
800180001,8001,8,"鄭","小同","鄭小同",,,1
800180002,8001,8,"王","弼","王弼",,,1
800180003,8001,8,"管","輅","管輅",,,1
800180004,8001,8,"韓","翊","韓翊",,,1
800180005,8001,8,"高","堂隆","高堂隆",,,1
800180006,8001,8,"楊","偉","楊偉",,,1
800180007,8001,8,"孫","炎","孫炎",,,1
800180008,8001,8,"孟","康","孟康",,,1
800280000,8002,8,,"佚名","佚名",,,1
800280001,8002,8,"陸","績","陸績",,,1
800280002,8002,8,"譙","周","譙周",,,1
800380001,8003,8,"韋","昭","韋昭",,,1
900180001,9001,8,"司馬","彪","司馬彪",,,1
900180002,9001,8,"陳","壽","陳壽",,,1
900180003,9001,8,"孔","晁","孔晁",,,1
900180004,9001,8,"皇甫","謐","皇甫謐",,,1
900180005,9001,8,"摯","虞","摯虞",,,1
900180006,9001,8,"嵇","含","嵇含",,,1
900180007,9001,8,"劉","徽","劉徽",,,1
900180008,9001,8,"孔","晁","孔晁",,,1
900180009,9001,8,"杜","預","杜預",,,1
900180010,9001,8,"張","華","張華",,,1
900180011,9001,8,"郭","象","郭象",,,1
900180012,9001,8,"傅","瓚","傅瓚",,,1
900280001,9002,8,"袁","宏","袁宏",,,1
900280002,9002,8,"陸","","陸",,,1
900280003,9002,8,"常","璩","常璩",,,1
900280004,9002,8,"習","鑿齒","習鑿齒",,,1
900280005,9002,8,"宗","懔","宗懔",,,1
900280006,9002,8,"范","甯","范甯",,,1
900280007,9002,8,"戴","凱之","戴凱之",,,1
900280008,9002,8,"葛","洪","葛洪",,,1
900280009,9002,8,"韓","康伯","韓康伯",,,1
900280010,9002,8,"范","望","范望",,,1
900280011,9002,8,"張","湛","張湛",,,1
900280012,9002,8,"郭","璞","郭璞",,,1
900280013,9002,8,"王","嘉","王嘉",,,1
900280014,9002,8,"干","寶","干寶",,,1
900280015,9002,8,"陶","潛","陶潛",,,1
900280016,9002,8,"張","顒","張顒",,,1
900280017,9002,8,"于","瓚","于瓚",,,1
900280018,9002,8,"司馬","聃","司馬聃",,,1
1000180001,10001,8,"裴","駰","裴駰",,"龍駒",1,1000180005
1000180002,10001,8,"范","燁","范燁",,,1
1000180003,10001,8,"裴","松之","裴松之",,,1
1000180004,10001,8,,"釋惠遠","釋惠遠",,,1
1000180005,10001,8,"裴","松之","裴松之",,,1
1000180006,10001,8,"劉","義慶","劉義慶",,,1
1000180007,10001,8,"劉","敬叔","劉敬叔",,,1
1000180008,10001,8,"徐","廣","徐廣",,,1
1000180009,10001,8,"何","法盛","何法盛",,,1
1000280001,10002,8,"鄒","誕生","鄒誕生",,,1
1000380001,10003,8,"劉","昭","劉昭",,,1
1000380002,10003,8,"沈","約","沈約",,,1
1000380003,10003,8,"蕭","子顯","蕭子顯",,,1
1000380004,10003,8,"蕭","繹","蕭繹",,,1
1000380005,10003,8,"陶","弘景","陶弘景",,,1
1000380006,10003,8,"任","昉","任昉",,,1
1000380007,10003,8,"蕭","綺","蕭綺",,,1
1000380008,10003,8,"吳","均","吳均",,,1
1000380009,10003,8,"劉","峻","劉峻",,"孝標",1
1000480001,10004,8,"虞","荔","虞荔",,,1
1000580001,10005,8,"崔","鴻","崔鴻",,,1
1000580002,10005,8,"酈","道元","酈道元",,,1
1000580003,10005,8,"楊","衒之","楊衒之",,,1
1000580004,10005,8,"張","邱建","張邱建",,,1
1000580005,10005,8,"關","朗","關朗",,,1
1000580006,10005,8,"崔","浩","崔浩",,,1
1000880001,10008,8,"魏","收","魏收",,,1
1000880002,10008,8,"祖","珽","祖珽",,,1
1000910001,10009,1,"宇文","泰","宇文泰",,"黑獺",1
1000910002,10009,1,"宇文","覺","宇文覺",,,1
1000910003,10009,1,"宇文","毓","宇文毓",,,1
1000910004,10009,1,"宇文","邕","宇文邕",,,1
1000910005,10009,1,"宇文","贇","宇文贇",,,1
1000910006,10009,1,"宇文","衍","宇文衍",,,1
1000980001,10009,8,"甄","鸞","甄鸞",,,1
1000980002,10009,8,"盧","辯","盧辯",,,1
1000980003,10009,8,"衛","元嵩","衛元嵩",,,1
1000980004,10009,8,"庾","季才","庾季才",,,1
1001080001,10010,8,"李","百藥","李百藥",,,1
1001080002,10010,8,"王","通","王通",,,1
1001080003,10010,8,"杜","公瞻","杜公瞻",,,1
1001080004,10010,8,"虞","世南","虞世南",,,1
1001080005,10010,8,"夏","侯陽","夏侯陽",,,1
1001080006,10010,8,"蕭","吉","蕭吉",,,1
1001080007,10010,8,"顏","之推","顏之推",,,1
1001080008,10010,8,"栁","顧言","栁顧言",,,1
1001080009,10010,8,"許","子儒","許子儒",,,1
1100110002,11001,1,"李","世民","李世民",,,1
1100180000,11001,8,,"佚名","佚名",,,1
1100180001,11001,8,"司馬","貞","司馬貞",,"子正",1
1100180002,11001,8,"張","守節","張守節",,,1
1100180003,11001,8,"顏","師古","顏師古",,,1
1100180004,11001,8,"李","賢","李賢",,,1
1100180005,11001,8,"房","玄齡","房玄齡",,,1
1100180007,11001,8,"何","超","何超",,,1
1100180008,11001,8,"姚","思亷","姚思亷",,,1
1100180009,11001,8,"李","延壽","李延壽",,,1
1100180010,11001,8,"令狐","德棻","令狐德棻",,,1
1100180011,11001,8,"長孫","無忌","長孫無忌",,,1
1100180012,11001,8,"魏","徴","魏徴",,,1
1100180013,11001,8,"薛","收","薛收",,,1
1100180014,11001,8,"温","大雅","温大雅",,,1
1100180015,11001,8,"馬","總","馬總",,,1
1100180016,11001,8,"許","嵩","許嵩",,,1
1100180017,11001,8,"樊","綽","樊綽",,,1
1100180018,11001,8,"吳","兢","吳兢",,,1
1100180019,11001,8,"裴","庭裕","裴庭裕",,,1
1100180020,11001,8,"趙","元一","趙元一",,,1
1100180021,11001,8,"余","知古","余知古",,,1
1100180022,11001,8,"陸","善經","陸善經",,,1
1100180023,11001,8,"林","寳","林寳",,,1
1100180024,11001,8,"陸","龜蒙","陸龜蒙",,,1
1100180025,11001,8,"李","瀚","李瀚",,,1
1100180026,11001,8,"歐陽","詢","歐陽詢",,,1
1100180027,11001,8,"張","鷟","張鷟",,,1
1100180028,11001,8,"徐","堅","徐堅",,,1
1100180029,11001,8,"白","居易","白居易",,,1
1100180030,11001,8,"王","方慶","王方慶",,,1
1100180031,11001,8,"李","絳","李絳",,,1
1100180032,11001,8,"姚","汝能","姚汝能",,,1
1100180033,11001,8,"繆","荃孫","繆荃孫",,,1
1100180034,11001,8,"李","翺","李翺",,,1
1100180035,11001,8,"劉","知幾","劉知幾",,,1
1100180036,11001,8,"陸","贄","陸贄",,,1
1100180037,11001,8,"李","吉甫","李吉甫",,,1
1100180038,11001,8,,"釋元奘","釋元奘",,,1
1100180039,11001,8,,"辨機","辨機",,,1
1100180040,11001,8,"李","冲昭","李冲昭",,,1
1100180041,11001,8,"陸","廣微","陸廣微",,,1
1100180042,11001,8,,"釋慧祥","釋慧祥",,,1
1100180043,11001,8,"段","公路","段公路",,,1
1100180044,11001,8,"莫","休符","莫休符",,,1
1100180045,11001,8,"劉","恂","劉恂",,,1
1100180046,11001,8,"韋","述","韋述",,,1
1100180047,11001,8,"李","林甫","李林甫",,,1
1100180048,11001,8,"李","肇","李肇",,,1
1100180049,11001,8,"武","曌","武曌",,,1
1100180050,11001,8,"李","淳風","李淳風",,,1
1100180051,11001,8,"王","孝通","王孝通",,,1
1100180052,11001,8,"杜","佑","杜佑",,,1
1100180053,11001,8,"蕭","嵩","蕭嵩",,,1
1100180054,11001,8,"王","涇","王涇",,,1
1100180055,11001,8,"陸","德明","陸德明",,,1
1100180056,11001,8,"曾","釗","曾釗",,,1
1100180057,11001,8,"孔","穎達","孔穎達",,,1
1100180058,11001,8,"楊","士勛","楊士勛",,,1
1100180059,11001,8,"陸","淳風","陸淳風",,,1
1100180060,11001,8,"王","冰","王冰",,,1
1100180061,11001,8,"賈","公彥","賈公彥",,,1
1100180062,11001,8,"陸","羽","陸羽",,,1
1100180063,11001,8,"張","又新","張又新",,,1
1100180064,11001,8,"楊","曄","楊曄",,,1
1100180065,11001,8,"劉","肅","劉肅",,,1
1100180066,11001,8,"李","德裕","李德裕",,,1
1100180067,11001,8,"韋","絢","韋絢",,,1
1100180068,11001,8,"趙","璘","趙璘",,,1
1100180069,11001,8,"鄭","處誨","鄭處誨",,,1
1100180070,11001,8,"張","固","張固",,,1
1100180071,11001,8,"李","濬","李濬",,,1
1100180072,11001,8,"范","攄","范攄",,,1
1100180073,11001,8,"馮","贄","馮贄",,,1
1100180074,11001,8,"胡","璩","胡璩",,,1
1100180075,11001,8,"皇甫","枚","皇甫枚",,,1
1100180076,11001,8,"段","成式","段成式",,,1
1100180077,11001,8,"趙","蕤","趙蕤",,,1
1100180078,11001,8,"李","鼎祚","李鼎祚",,,1
1100180079,11001,8,"史","徵","史徵",,,1
1100180080,11001,8,"郭","京","郭京",,,1
1100180081,11001,8,"蘇","源明","蘇源明",,,1
1100180082,11001,8,"李","江","李江",,,1
1100180083,11001,8,"王","希明","王希明",,,1
1100180084,11001,8,"李","筌","李筌",,,1
1100180085,11001,8,"王","真","王真",,,1
1100180086,11001,8,"陸","希聲","陸希聲",,,1
1100180087,11001,8,"殷","敬慎","殷敬慎",,,1
1100180088,11001,8,"盧","重元","盧重元",,,1
1100180089,11001,8,"成","玄英","成玄英",,,1
1100180090,11001,8,"徐","靈府","徐靈府",,,1
1100180091,11001,8,"王","士源","王士源",,,1
1100180092,11001,8,"何","粲","何粲",,,1
1100180093,11001,8,"張","志和","張志和",,,1
1100180094,11001,8,"薛","用弱","薛用弱",,,1
1100180095,11001,8,"谷","神子","谷神子",,,1
1100180096,11001,8,"蘇","鶚","蘇鶚",,,1
1100180097,11001,8,"鍾","輅","鍾輅",,,1
1100180098,11001,8,"馮","翊子","馮翊子",,,1
1100180099,11001,8,"康","駢","康駢",,,1
1100180100,11001,8,"張","讀","張讀",,,1
1100180101,11001,8,"高","彥休","高彥休",,,1
1100180102,11001,8,"袁","郊","袁郊",,,1
1100180103,11001,8,"鄭","綮","鄭綮",,,1
1100180104,11001,8,"唐","臨","唐臨",,,1
1100180105,11001,8,"柳","宗元","柳宗元",,,1
1100180106,11001,8,"李","亢","李亢",,,1
1100180107,11001,8,,"瞿曇悉達","瞿曇悉達",,,1
1100180108,11001,8,"濮","陽夏","濮陽夏",,,1
1100180109,11001,8,"楊","筠松","楊筠松",,,1
1100180110,11001,8,"曾","文辿","曾文辿",,,1
1100180111,11001,8,"李","虛中","李虛中",,,1
1100180112,11001,8,"劉","伯莊","劉伯莊",,,1
1100180113,11001,8,"張","嘉會","張嘉會",,,1
1200180001,12001,8,"王","仁裕","王仁裕",,,1
1200180002,12001,8,"杜","光庭","杜光庭",,,1
1200380001,12003,8,"劉","昫","劉昫",,,1
1200580001,12005,8,"王","朴","王朴",,,1
1201180001,12011,8,"王","定保","王定保",,,1
1201380001,12013,8,"馮","繼先","馮繼先",,,1
1201380002,12013,8,"何","光遠","何光遠",,,1
1201380003,12013,8,"彭","曉","彭曉",,,1
1201480001,12014,8,"尉遲","偓","尉遲偓",,,1
1201480002,12014,8,"劉","崇遠","劉崇遠",,,1
1201480003,12014,8,"沈","汾","沈汾",,,1
1201480004,12014,8,"何","溥","何溥",,,1
1201480005,12014,8,"宋","齊丘","宋齊丘",,,1
1300180000,13001,8,,"佚名","佚名",,,1
1300180001,13001,8,"熊","方","熊方",,,1
1300180002,13001,8,"歐陽","修","歐陽修",,,1
1300180003,13001,8,"宋","祁","宋祁",,,1
1300180004,13001,8,"吳","縝","吳縝",,,1
1300180005,13001,8,"薛","居正","薛居正",,,1
1300180006,13001,8,"徐","無黨","徐無黨",,,1
1300180007,13001,8,"司","馬光","司馬光",,,1
1300180008,13001,8,"劉","恕","劉恕",,,1
1300180009,13001,8,"阮","逸","阮逸",,,1
1300180010,13001,8,"錢","若水","錢若水",,,1
1300180011,13001,8,"孫","光憲","孫光憲",,,1
1300180012,13001,8,"章","衡","章衡",,,1
1300180013,13001,8,"蘇","轍","蘇轍",,,1
1300180014,13001,8,"曽","鞏","曽鞏",,,1
1300180015,13001,8,"鄭","樵","鄭樵",,,1
1300180016,13001,8,"周","羽翀","周羽翀",,,1
1300180017,13001,8,"句","延慶","句延慶",,,1
1300180018,13001,8,"張","唐英","張唐英",,,1
1300180019,13001,8,"林","禹","林禹",,,1
1300180020,13001,8,"路","振","路振",,,1
1300180021,13001,8,"龍","衮","龍衮",,,1
1300180022,13001,8,"陳","彭年","陳彭年",,,1
1300180023,13001,8,"鄭","文寳","鄭文寳",,,1
1300180024,13001,8,"馬","令","馬令",,,1
1300180025,13001,8,"宋","庠","宋庠",,,1
1300180026,13001,8,"王","禹偁","王禹偁",,,1
1300180027,13001,8,"陶","岳","陶岳",,,1
1300180028,13001,8,"方","勺","方勺",,,1
1300180029,13001,8,"丁","特起","丁特起",,,1
1300180030,13001,8,"蔡","鞗","蔡鞗",,,1
1300180031,13001,8,"陳","東","陳東",,,1
1300180032,13001,8,"邵","思","邵思",,,1
1300180033,13001,8,"徐","光溥","徐光溥",,,1
1300180034,13001,8,"孔","傳","孔傳",,,1
1300180035,13001,8,"吳","淑","吳淑",,,1
1300180036,13001,8,"李","昉","李昉",,,1
1300180037,13001,8,"王","欽若","王欽若",,,1
1300180038,13001,8,"高","承","高承",,,1
1300180039,13001,8,"馬","永易","馬永易",,,1
1300180040,13001,8,"任","廣","任廣",,,1
1300180041,13001,8,"葉","廷珪","葉廷珪",,,1
1300180042,13001,8,"李","昭玘","李昭玘",,,1
1300180043,13001,8,"李","似之","李似之",,,1
1300180044,13001,8,"趙","子櫟","趙子櫟",,,1
1300180045,13001,8,"王","素","王素",,,1
1300180046,13001,8,"王","岩叟","王岩叟",,,1
1300180047,13001,8,"强","至","强至",,,1
1300180048,13001,8,"王","當","王當",,,1
1300180049,13001,8,"滕","元發","滕元發",,,1
1300180050,13001,8,"趙","抃","趙抃",,,1
1300180051,13001,8,"楊","侃","楊侃",,,1
1300180052,13001,8,"劉","羲仲","劉羲仲",,,1
1300180053,13001,8,"胡","寅","胡寅",,,1
1300180054,13001,8,"錢","時","錢時",,,1
1300180055,13001,8,"唐","庚","唐庚",,,1
1300180056,13001,8,"范","祖禹","范祖禹",,,1
1300180057,13001,8,"孫","甫","孫甫",,,1
1300180058,13001,8,"吕","夏卿","吕夏卿",,,1
1300180059,13001,8,"吕","中","吕中",,,1
1300180060,13001,8,"陳","瓘","陳瓘",,,1
1300180061,13001,8,"林","虙","林虙",,,1
1300180062,13001,8,"范","仲淹","范仲淹",,,1
1300180063,13001,8,"包","拯","包拯",,,1
1300180064,13001,8,"張","田","張田",,,1
1300180065,13001,8,"劉","安世","劉安世",,,1
1300180066,13001,8,"陳","次升","陳次升",,,1
1300180067,13001,8,"葉","夢得","葉夢得",,,1
1300180068,13001,8,"李","綱","李綱",,,1
1300180069,13001,8,"樂","史","樂史",,,1
1300180070,13001,8,"王","存","王存",,,1
1300180071,13001,8,"歐陽","忞","歐陽忞",,,1
1300180072,13001,8,"稅","安禮","稅安禮",,,1
1300180073,13001,8,"朱","長文","朱長文",,,1
1300180074,13001,8,"單","鍔","單鍔",,,1
1300180075,13001,8,"徐","兢","徐兢",,,1
1300180076,13001,8,"釋","法顯","釋法顯",,,1
1300180077,13001,8,"陳","舜俞","陳舜俞",,,1
1300180078,13001,8,"宋","敏求","宋敏求",,,1
1300180079,13001,8,"李","格非","李格非",,,1
1300180080,13001,8,,"釋延一","釋延一",,,1
1300180081,13001,8,"張","商英","張商英",,,1
1300180082,13001,8,"朱","并","朱并",,,1
1300180083,13001,8,"張","禮","張禮",,,1
1300180084,13001,8,"范","致明","范致明",,,1
1300180085,13001,8,"程","俱","程俱",,,1
1300180086,13001,8,"王","堯臣","王堯臣",,,1
1300180087,13001,8,"趙","明誠","趙明誠",,,1
1300180088,13001,8,"黄","伯思","黄伯思",,,1
1300180089,13001,8,"劉","次莊","劉次莊",,,1
1300180090,13001,8,"蘇","頌","蘇頌",,,1
1300180091,13001,8,"王","溥","王溥",,,1
1300180092,13001,8,"蘇","洵","蘇洵",,,1
1300180093,13001,8,"鄭","居中","鄭居中",,,1
1300180094,13001,8,"李","誡","李誡",,,1
1300180095,13001,8,"胡","瑗","胡瑗",,,1
1300180096,13001,8,"蘇","軾","蘇軾",,,1
1300180097,13001,8,"孫","復","孫復",,,1
1300180098,13001,8,"王","晳","王晳",,,1
1300180099,13001,8,"劉","敞","劉敞",,,1
1300180100,13001,8,"孫","覺","孫覺",,,1
1300180101,13001,8,"蕭","楚","蕭楚",,,1
1300180102,13001,8,"崔","子方","崔子方",,,1
1300180103,13001,8,"張","大亨","張大亨",,,1
1300180104,13001,8,"呂","本中","呂本中",,,1
1300180105,13001,8,"胡","安國","胡安國",,,1
1300180106,13001,8,"高","閌","高閌",,,1
1300180107,13001,8,"沈","棐","沈棐",,,1
1300180108,13001,8,"程","頤","程頤",,,1
1300180109,13001,8,"林","億","林億",,,1
1300180110,13001,8,"史","崧","史崧",,,1
1300180111,13001,8,"高","保衡","高保衡",,,1
1300180112,13001,8,"王","安石","王安石",,,1
1300180113,13001,8,"王","昭禹","王昭禹",,,1
1300180114,13001,8,"傅","崧卿","傅崧卿",,,1
1300180115,13001,8,"聶","崇義","聶崇義",,,1
1300180116,13001,8,"陳","祥道","陳祥道",,,1
1300180117,13001,8,"呂","大臨","呂大臨",,,1
1300180118,13001,8,"王","黼","王黼",,,1
1300180119,13001,8,"蘇","易簡","蘇易簡",,,1
